codBPIN;nomProy
2013011000473;LEVANTAMIENTO DE LA INFORMACIÓN DE LAS CONDICIONES FISICOSANITARIAS DE LOS PRODUCTOS COMPETENCIA DEL INVIMA NACIONAL
2013011000474;MEJORAMIENTO DE LA VIGILANCIA SANITARIA Y CONTROL DE CALIDAD DE LOS PRODUCTOS DE COMPETENCIA DEL INVIMA EN EL MARCO NORMATIVO VIGENTE NACIONAL
2013011000483;CAPACITACION  Y ASISTENCIA TÉCNICA A ENTES DESCENTRALIZADOS A NIVEL NACIONAL
2013011000484;MEJORAMIENTO REHABILITACION Y MANTENIMIENTO DEL CORREDOR HONDA - PUERTO SALGAR - GIRARDOT , CUNDINAMARCA, CENTRO ORIENTE
2013011000493;ADQUISICIÓN DE EQUIPOS, INSUMOS, ELEMENTOS Y REPOTENCIACIÓN DE EQUIPOS A NIVEL NACIONAL
2013011000494;ADQUISICIÓN , REMODELACIÓN Y DOTACIÓN INFRAESTRUCTURA FISICA INVIMA A NIVEL NACIONAL
2013011000500;CONTROL DE CALIDAD DE PRODUCTOS BIOLÓGICOS A NIVEL NACIONAL
2013011000501;IMPLEMENTACIÓN IMPULSO Y MASIFICACIÓN DE LA FACTURA ELECTRÓNICA EN COLOMBIA
2013011000510;ADMINISTRACIÓN DEL FONDO NACIONAL DE PROTECCIÓN AGROPECUARIA A NIVEL NACIONAL
2013011000534;REHABILITACIÓN MEJORAMIENTO, OPERACIÓN Y MANTENIMIENTO DEO CORREDOR PERIMETRAL DE , CUNDINAMARCA, CENTRO ORIENTE
2013011000555;MEJORAMIENTO , CONSTRUCCIÓN, MANTENIMIENTO Y OPERACIÓN DEL CORREDOR CONEXIÓN NORTE - AUTOPISTAS PARA LA PROSPERIDAD DEPARTAMENTO DE ANTIOQUIA
2013011000556;CONSTRUCCIÓN OPERACIÓN Y MANTENIMIENTO DE LA CONCESIÓN AUTOPISTA CONEXIÓN PACÍFICO 1 - AUTOPISTAS PARA LA PROPERIDAD, ANTIOQUIA
2013011000557;REHABILITACIÓN CONSTRUCCIÓN,MEJORAMIENTO, REHABILITACIÓN, OPERACIÓN Y MANTENIMIENTO DE LA CONCESIÓN AUTOPISTA AL RÍO MAGDALENA 2 DEPARTAMENTOS DE ANTIOQUIA Y SANTANDER, OCCIDENTE
2013011000558;MEJORAMIENTO ,CONSTRUCCIÓN, OPERACIÓN Y MANTENIMIENTO DE LA CONCESIÓN AUTOPISTA CONEXIÓN PACÍFICO 2, , ANTIOQUIA, OCCIDENTE
2013011000560;MEJORAMIENTO CONSTRUCCIÓN, OPERACIÓN Y MANTENIMIENTO DE LA AUTOPISTA CONEXIÓN PACÍFICO 3, AUTOPISTAS PARA LA PROSPERIDAD, , ANTIOQUIA, OCCIDENTE
2013011000564;MEJORAMIENTO FORTALECIMIENTO DE LA GESTION EN SALUD DESARROLLADO POR EL OBSERVATORIO NACIONAL DE SALUD NACIONAL
2013011000565;SUBSIDIO CONSTRUCCIÓN DE VIVIENDA DE INTERES SOCIAL RURAL PARA POBLACIÓN VICTIMA DE DESPLAZAMIENTO FORZADO NACIONAL
2013011000566;APOYO A ENTIDADES PÚBLICAS NACIONALES, PARA PROGRAMAS Y PROYECTOS PARA EL DESARROLLO ECONÓMICO, SOCIAL,  DE CONVERGENCIA Y DESARROLLO REGIONAL A NIVEL NACIONAL - DISTRIBUCION PREVIO CONCEPTO DNP
2013011000578;REHABILITACIÓN MEJORAMIENTO,CONSTRUCCIÓN,MANTENIMIENTO Y OPERACIÓN DEL CORREDOR CARTAGENA-BARRANQUILLA Y CIRCUNVALAR DE LA PROSPERIDAD DEPARTAMENTOS DE ATLÁNTICO Y BOLÍVAR
2013011000579;CONSTRUCCIÓN OPERACION Y MANTENIMIENTO DE LA VIA MULALO - LOBOGUERRO, DEPARTAMENTO DEL VALLE DEL CAUCA
2013011000582;CAPACITACIÓN Y FORTALECIMIENTO DE LAS COMPETENCIAS DE LOS FUNCIONARIOS EN EL CONTROL FISCAL Y DE LA CIUDADANÍA EN CONTROL SOCIAL NACIONAL
2013011000593;MEJORAMIENTO , CONSTRUCCIÓN, REHABILITACIÓN, OPERACIÓN Y MANTENIMIENTO DE LA CONCESIÓN AUTOPISTA AL MAR 1, DEPARTAMENTO DE ANTIOQUIA
2013011000597;FORTALECIMIENTO DEL SISTEMA DE ATENCIÓN DE LAS VICTIMAS EN LOS CENTROS DE EMPLEO NACIONAL - APD
2014011000056;APOYO A LA CONSOLIDACIÓN DE LOS DERECHOS DE LAS VÍCTIMAS EN EL MARCO DE LA LEY DE VÍCTIMAS Y RESTITUCIÓN DE TIERRAS A NIVEL NACIONAL
2014011000060;FORTALECIMIENTO DE LA INFRAESTUCTURA NECESARIA Y ADECUADA PARA EL FUNCIONAMIENTO DE  LA  ENTIDAD A NIVEL NACIONAL
2014011000069;DISEÑO IMPLEMENTACIÓN Y FORTALECIMIENTO DE LAS POLÍTICAS, PLANES Y PROGRAMAS DEL SISTEMA DE SUBSIDIO FAMILIAR EN EL ÁMBITO NACIONAL
2014011000074;CONSTRUCCIÓN , ADECUACIÓN Y DOTACIÓN INSTALACIONES BASE NAVAL ARC LEGUÍZAMO
2014011000075;CONSTRUCCIÓN , ADECUACIÓN Y DOTACIÓN INSTALACIONES BASE NAVAL ARC SAN ANDRÉS
2014011000079;CONSTRUCCIÓN Y DOTACION DE INFRAESTRUCTURA FISICA EN EL INFOTEP DE SAN JUAN DEL CESAR, LA GUAJIRA, CARIBE
2014011000087;FORTALECIMIENTO DEL SISTEMA NACIONAL DE EVALUACIÓN Y DE GESTIÓN DE RESULTADOS - SINERGIA EN EL NIVEL NACIONAL Y TERRITORIAL
2014011000091;FORTALECIMIENTO DE LA PEQUEÑA Y MEDIANA MINERÍA A NIVEL NACIONAL
2014011000092;FORTALECIMIENTO DEL SECTOR MINERO A NIVEL NACIONAL E INTERNACIONAL
2014011000096;ACTUALIZACIÓN DEL CENTRO DE SIMULACION Y ANALISIS DE CRISIS DE LA ESCUELA SUPERIOR DE GUERRA
2014011000097;CAPACITACIÓN Y ACTUALIZACIÓN DE LOS CONOCIMIENTOS DEL RECURSO HUMANO DEL INVIMA A NIVEL NACIONAL
2014011000098;CONSTRUCCIÓN SEDE OFICINA DE INSTRUMENTOS PUBLICOS VILLAVICENCIO, META, ORINOQUÍA
2014011000101;RENOVACIÓN DEL PARQUE AUTOMOTOR DEL COMANDO GENERAL FFMM
2014011000105;DISEÑO E IMPLEMENTACIÓN DE UN SISTEMA INTEGRAL DE GESTIÓN DOCUMENTAL PARA LA UNIDAD ADMINISTRATIVA ESPECIAL DE ORGANIZACIONES SOLIDARIAS
2014011000107;IMPLEMENTACIÓN GENERACIÓN DE INGRESOS Y DESARROLLO DE CAPACIDADES PRODUCTIVAS NACIONAL
2014011000113;DESARROLLO DE EMPRENDIMIENTOS SOLIDARIOS A TRAVÉS DE NEGOCIOS INCLUSIVOS A NIVEL NACIONAL
2014011000120;FORTALECIMIENTO DE LA CAPACIDAD INSTALADA ASOCIADA A LA PRESTACIÓN DE SERVICIOS DE SALUD EN INFRAESTRUCTURA Y DOTACIÓN HOSPITALARIA NACIONAL
2014011000121;FORTALECIMIENTO A LOS PUEBLOS INDIGENAS EN LA FORMULACIÓN E IMPLEMENTACION DE PLANES ORGANIZATIVOS EN EL TERRITORIO NACIONAL
2014011000123;APOYO Y FORTALECIMIENTO A COMUNIDADES Y GRUPOS ÉTNICOS EN COLOMBIA
2014011000130;ASESORIA ASISTENCIA TÉCNICA POR MEDIO DE ESTUDIOS DEL SISTEMA GENERAL  DE PENSIONES NACIONAL
2014011000135;DESARROLLO DE CIENCIA Y TECNOLOGÍA PARA EL SECTOR DE HIDROCARBUROS
2014011000137;FORTALECIMIENTO INSTITUCIONAL A TRAVÉS DE LA ARTICULACIÓN DE LOS PROCESOS CON LA INFRAESTRUCTURA TECNOLÓGICA Y DE INFORMACIÓN PARA EL MINISTERIO DE COMERCIO, INDUSTRIA Y TURISMO.
2014011000140;MANTENIMIENTO DE LOS SISTEMAS DE LA RED INTEGRADA DE COMUNICACIONES A NIVEL NACIONAL
2014011000141;ADECUACIÓN , REMODELACIÓN, DOTACIÓN Y REFORZAMIENTO ESTRUCTURAL DE LAS SEDES DEL MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL A NIVEL NACIONAL
2014011000145;IMPLEMENTACIÓN DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y COMUNICACIÓN EN LA ESAP, UN REFERENTE NACIONAL
2014011000147;FORTALECIMIENTO LA PARTICIPACIÓN Y CONTROL SOCIAL EN EL SECTOR SALUD , , NACIONAL
2014011000157;IMPLEMENTACIÓN DEL CENTRO DE MONITOREO DE CONTROL Y VIGILANCIA DE LA SUPERTRANSPORTE - NACIONAL
2014011000164;FORTALECIMIENTO DE LOS SISTEMAS DE GESTIÓN DEL TALENTO HUMANO Y DE BIENESTAR DE LA ARMADA NACIONAL A NIVEL NACIONAL
2014011000167;IMPLEMENTACIÓN PROGRAMA DE GESTIÓN DOCUMENTAL NACIONAL
2014011000173;FORTALECIMIENTO A LA CAPACIDAD INSTITUCIONAL DE LAS ENTIDADES TERRITORIALES EN EL MARCO DE LA POLITICA PÚBLICA DE VICTIMAS Y DEL POST - CONFLICTO NACIONAL
2014011000179;ADQUISICIÓN DE UN BIEN INMUEBLE TIPO BODEGA PARA EL FONDO ROTATORIO DE LA POLICÍA BOGOTÁ
2014011000186;CONTROL Y PREVENCIÓN DE RIESGOS JURÍDICOS Y FINANCIEROS A ORGANIZACIONES SOLIDARIAS, A NIVEL NACIONAL
2014011000188;IMPLEMENTACIÓN DE UN SISTEMA DE GESTIÓN DOCUMENTAL EN LA SUPERINTENDENCIA DE LA ECONOMÍA SOLIDARIA
2014011000192;MEJORAMIENTO DE LOS SERVICIOS INFORMÁTICOS ELECTRÓNICOS (SIES) Y LA PLATAFORMA TECNOLÓGICA DE LA DIAN A NIVEL NACIONAL
2014011000196;IMPLEMENTACIÓN DE PROCESOS DE RETORNO O REUBICACIÓN DE VÍCTIMAS DE DESPLAZAMIENTO FORZADO, EN EL MARCO DE LA REPARACIÓN INTEGRAL A NIVEL NACIONAL
2014011000201;FORTALECIMIENTO INSTITUCIONAL DEL SECTOR MINERO ENERGÉTICO NACIONAL
2014011000202;FORTALECIMIENTO DE LAS CAPACIDADES INSTITUCIONALES PARA EL SERVICIO MIGRATORIO COLOMBIANO
2014011000205;IMPLEMENTACIÓN UNIDAD DE CIBERDEFENSA EJERCITO
2014011000210;DESARROLLO DE CAPACIDADES PARA LA INCLUSIÓN DE PERSONAS CON DISCAPACIDAD VISUAL A NIVEL NACIONAL
2014011000215;APOYO AL MINISTERIO DE MINAS Y ENERGÍA EN EL FORTALECIMIENTO DE LA GESTIÓN INTERNACIONAL , , NACIONAL
2014011000216;FORTALECIMIENTO DE LA PARTICIPACIÓN Y EL EJERCICIO DE LOS DERECHOS DE LA POBLACIÓN CON DISCAPACIDAD EN EL PAÍS
2014011000219;ADQUISICIÓN Y DOTACIÓN DE SEÑALES PARA LAS OBRAS DE SEGURIDAD VIAL. NACIONAL
2014011000220;MEJORAMIENTO DE LOS PROCESOS Y RECURSOS DEL INSTITUTO NACIONAL PARA CIEGOS NACIONAL
2014011000227;CONSTRUCCIÓN DE OBRAS PARA LA SEGURIDAD VIAL. NACIONAL
2014011000229;IMPLEMENTACIÓN Y MEJORAMIENTO DEL SISTEMA  INTEGRADO DE GESTIÓN DOCUMENTAL DE LA SSF
2014011000230;ADECUACIÓN Y MANTENIMIENTO DE LA INFRAESTRUCTURA FÍSICA DE LAS SEDES DE LA DIAN A NIVEL NACIONAL
2014011000231;IMPLEMENTACIÓN DEL MODELO CONVERGENTE EN LA TELEVISIÓN PÚBICA EN COLOMBIA
2014011000233;FORTALECIMIENTO DEL SECTOR DE CONTENIDOS Y APLICACIONES DIGITALES, NACIONAL
2014011000235;CAPACITACIÓN EN CERTIFICACIÓN EN CONCILIACIÓN EN DERECHO Y EN COMPETENCIAS LABORALES A LOS SERVIDORES DE LA PROCURADURÍA GENERAL NACIONAL - PREVIO CONCEPTO DNP
2014011000236;INVESTIGACIÓN PARA APOYAR LA MISIÓN DEL MINISTERIO PÚBLICO A NIVEL NACIONAL
2014011000237;FORTALECIMIENTO Y SOSTENIBILIDAD DE LAS CAPACIDADES INSTITUCIONALES Y TERRITORIALES PARA LA IMPLEMENTACIÓN DE LA POLÍTICA DE ACCIÓN INTEGRAL CONTRA MINAS ANTIPERSONAL
2014011000238;FORTALECIMIENTO CULTURA ORGANIZACIONAL DEL MINISTERIO TIC BOGOTÁ
2014011000239;FORTALECIMIENTO DEL FUNCIONAMIENTO DEL SISTEMA NACIONAL DE JUVENTUD
2014011000240;FORTALECIMIENTO DE LAS CAPACIDADES DE COMANDO Y CONTROL DEL EJERCITO NACIONAL
2014011000242;FORTALECIMIENTO DE INFORMACIÓN AL SERVICIO DEL SECTOR TIC  Y LOS CIUDADANOS , , BOGOTÁ
2014011000245;FORTALECIMIENTO DE LAS CAPACIDADES DE PLANEACIÓN EN SALUD, VIGILANCIA Y RESPUESTA EN SALUD PÚBLICA Y GESTIÓN DEL CONOCIMIENTO. NACIONAL
2014011000246;INNOVACIÓN PARA MEJORAR LA INTEGRIDAD, DISPONIBILIDAD Y CONFIDENCIALIDAD DE LA INFORMACIÓN DE TICS A NIVEL NACIONAL
2014011000248;APOYO A LOS SISTEMAS DE EDUCACIÓN Y GESTIÓN DEL TALENTO HUMANO DE LA FUERZA PÚBLICA A NIVEL NACIONAL
2014011000249;IMPLEMENTACIÓN DEL SISTEMA DE GESTIÓN DE SEGURIDAD DE LA INFORMACIÓN EN LA CIUDAD DE BOGOTÁ
2014011000250;IMPLEMENTACIÓN Y DESARROLLO DE LA ESTRATEGIA DE GOBIERNO EN LÍNEA A NIVEL NACIONAL
2014011000257;FORTALECIMIENTO E IMPLEMENTACIÓN PROGRAMA DE ASISTENCIA TÉCNICA AGROPECUARIA NACIONAL
2014011000261;FORTALECIMIENTO DE LA PROGRAMACIÓN  Y CONSERVACIÓN DE LOS ARCHIVOS DE LA RADIO PÚBLICA NACIONAL
2014011000265;IMPLEMENTACIÓN DE LAS ESTRATEGIAS DE PROMOCIÓN SALUD Y PREVENCIÓN ENFERMEDAD NACIONAL
2014011000266;IMPLEMENTACIÓN DE LA AGENDA DE COOPERACIÓN Y RELACIONES INTERNACIONALES PARA EL SECTOR SALUD Y PROTECCIÓN SOCIAL NACIONAL
2014011000270;RENOVACIÓN Y FORTALECIMIENTO DE LA CAPACIDAD DE MOVILIDAD TERRESTRE Y DESPLIEGUE DE LA FUERZA AEREA
2014011000275;ADMINISTRACIÓN CONTROL Y VIGILANCIA DEL SISTEMA DE CARRERA ADMINISTRATIVA
2014011000276;FORTALECIMIENTO DE LA CAPACIDAD DE GESTIÓN INSTITUCIONAL DE LA COMISIÓN NACIONAL DEL SERVICIO CIVIL
2014011000278;PREVENCIÓN Y MITIGACIÓN DEL DAÑO ANTIJURÍDICO EN EL MINISTERIO DE MINAS Y ENERGÍA EN EL NIVEL NACIONAL
2014011000295;ASISTENCIA AL MINISTERIO DE TRANSPORTE EN LA CONSOLIDACIÓN DE LA ESTRATEGIA PARA QUE LOS DEPARTAMENTOS GESTIONEN EFICIENTEM NACIONAL
2014011000297;APOYO A LA IMPLEMENTACIÓN DE MEDIDAS DE REPARACIÓN COLECTIVA Y RECONSTRUCCIÓN SOCIAL A NIVEL NACIONAL
2014011000304;MANTENIMIENTO PREVENTIVO Y GESTIÓN DEL RIESGO EN LA RED VIAL. NACIONAL
2014011000306;APROVECHAMIENTO DE LAS OPORTUNIDADES DE LOS ACUERDOS DE LIBRE COMERCIO NACIONAL
2014011000308;FORTALECIMIENTO DE PROCEDIMIENTOS FORENSES PARA BÚSQUEDA, IDENTIFICACIÓN E INVESTIGACIÓN MEDICOLEGAL DE MUERTES -VIOLACIÓN DE DDHH Y DIH , , NACIONAL
2014011000311;FORTALECIMIENTO DEL PROCESO DE CREDIBILIDAD Y CONFIANZA EN LA POLICÍA NACIONAL
2014011000314;MEJORAMIENTO E INTEGRACIÓN DE LA GESTIÓN FISCAL PÚBLICA NACIONAL
2014011000317;ESTRATEGIAS DE SIMPLIFICACIÓN DEL SISTEMA DE AFILIACIÓN Y RECAUDO DEL SISTEMA GENERAL DE SEGURIDAD SOCIAL, A NIVEL NACIONAL
2014011000321;FORTALECIMIENTO DEL SEGUIMIENTO Y EVALUACIÓN AL SISTEMA GENERAL DE SEGURIDAD SOCIAL EN SALUD -SGSSS
2014011000324;DESARROLLO DEL SISTEMA INTEGRADO EN MATERIA DETECNOLOGIAS DE LA INFORMACIÓN Y LAS COMUNICACIONES PARA LA GESTIÓN DE LA DNI A NIVEL NACIONAL
2014011000327;IMPLEMENTACIÓN DEL SISTEMA DE INFORMACIÓN DE LA COOPERACIÓN INTERNACIONAL DE COLOMBIA
2014011000330;MEJORAMIENTO , MANTENIMIENTO Y ADECUACIÓN DE EDIFICIOS SEDES DEL INVIAS. NACIONAL
2014011000335;FORTALECIMIENTO DE LA SUPERVISIÓN A ORGANIZACIONES SOLIDARIAS QUE EJERCEN LA ACTIVIDAD FINANCIERA A NIVEL NACIONAL
2014011000339;ADQUISICION , MEJORAMIENTO Y ADECUACION DE LA ESTRUCTURA FISICA DEL DANE A NIVEL NACIONAL
2014011000340;ADQUISICIÓN Y MANTENIMIENTO DE LA DOTACION DEL DANE A NIVEL NACIONAL
2014011000345;IMPLEMENTACIÓN DEL PROGRAMA DE ALIMENTACIÓN ESCOLAR EN COLOMBIA - PREVIO CONCEPTO DNP
2014011000346;FORTALECIMIENTO DEL INCENTIVO A LA CAPITALIZACIÓN RURAL-ICR Y LA LÍNEA ESPECIAL DE CRÉDITO-LEC A NIVEL NACIONAL
2014011000347;CONTROL DE TRÁFICO FLUVIAL NACIONAL
2014011000348;DISTRIBUCIÓN DE RECURSOS A LAS UNIVERSIDADES ESTATALES - ESTAMPILLA PRO UNIVERSIDADES LEY 1697 DE 2013 A NIVEL NACIONAL
2014011000354;FORTALECIMIENTO DEL PROGRAMA DE GESTION DOCUMENTAL DE LA CONTADURIA GENERAL DE LA NACION
2014011000385;APROVISIONAMIENTO DE CONDICIONES FÍSICAS APROPIADAS PARA EL FUNCIONAMIENTO DEL NIVEL CENTRAL DE LA DEFENSORÍA DEL PUEBLO
2014011000396;ADECUACIÓN LABORATORIOS DEL ITFIP ESPINAL, TOLIMA, CENTRO ORIENTE
2014011000400;MEJORAMIENTO DE LA CAPACIDAD OPERACIONAL DE LAS UNIDADES GAULA A NIVEL NACIONAL
2014011000402;APOYO PARA EL DESARROLLO Y GESTIÓN INSTITUCIONAL DE LA ANI , NACIONAL
2014011000409;IMPLEMENTACIÓN DEL PLAN ESTRATÉGICO DE TECNOLOGÍA DE INFORMACIÓN PARA ASISTENCIA, ATENCIÓN Y REPARACIÓN INTEGRAL A LAS VÍCTIMAS A NIVEL NACIONAL
2014011000415;APOYO AL PUEBLO, AUTORIDADES Y ORGANIZACIONES RROM, MEDIANTE EL FORTALECIMIENTO INSTITUCIONAL, LA AUTO SOSTENIBILIDAD ORGANIZATIVA A NIVEL NACIONAL
2014011000416;GESTION DE TECNOLOGIAS DE INFORMACION Y COMUNICACIONES
2014011000444;MEJORAMIENTO , REHABILITACIÓN, CONSTRUCCIÓN, MANTENIMIENTO Y OPERACIÓN DEL CORREDOR RUMICHACA - PASTO, DEPARTAMENTO DE NARIÑO
2014011000445;MEJORAMIENTO , REHABILITACION, MANTENIMIENTO Y OPERACIÓN DEL CORREDOR TRANSVERSAL DEL SISGA, DEPARTAMENTOS DE BOYACA, CUNDINAMARCA Y CASANARE
2014011000449;ADMINISTRACIÓN DE RECURSOS DE COOPERACIÓN INTERNACIONAL A NIVEL NACIONAL
2014011000451;MEJORAMIENTO , CONSTRUCCIÓN REHABILITACIÓN MANTENIMIENTO Y OPERACIÓN CORREDOR BUCARAMANGA - BARRANCABERMEJA - YONDÓ, DEPARTAMENTOS DE ANTIOQUIA Y SANTANDER
2014011000453;DISTRIBUCIÓN DE APROPIACION A ENTIDADES DEL ORDEN NACIONAL PARA INCORPORAR LA COOPERACION INTERNACIONAL NO REEMBOLSABLE NACIONAL - DISTRIBUCION PREVIO CONCEPTO DNP
2014011000454;APOYO CON RECURSOS DE CONTRAPARTIDA NACIONAL A PROYECTOS FINANCIADOS CON COOPERACIÓN INTERNACIONAL NO REEMBOLSABLE A NIVEL NACIONAL
2015011000058;PROTECCIÓN ,RESTITUCIÓN Y FORMALIZACIÓN DE LOS BIENES INMUEBLES ABANDONADOS Y DESPOJADOS A CAUSA DE LA VIOLENCIA A NIVEL NACIONAL
2015011000059;ACTUALIZACIÓN EN LINEA DE  LAS BASES DE DATOS DE REGISTRO Y CATASTRO A NIVEL NACIONAL
2015011000060;FORTALECIMIENTO DE LAS TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES TIC DE LA SUPERINTENDENCIA DE NOTARIADO Y REGISTRO
2015011000063;FORTALECIMIENTO CAPACIDADES TÉCNICAS E INSTITUCIONALES PARA EL DISEÑO, IMPLEMENTACIÓN, SEGUIMIENTO Y EVALUACIÓN DE POLÍTICAS PÚBLICA DE DESARROLLO EMPRESARIAL NACIONAL
2015011000065;FORTALECIMIENTO A LOS PROCESOS DE LA FUNCIÓN JURISDICCIONAL Y DE CONCILIACIÓN , , NACIONAL
2015011000067;DESARROLLO DE LA EVALUACIÓN DEL POTENCIAL DE HIDROCARBUROS DEL PAÍS
2015011000068;FORTALECIMIENTO DE LA GESTIÓN ARTICULADA PARA LA SOSTENIBILIDAD DEL SECTOR DE HIDROCARBUROS
2015011000070;MEJORAMIENTO DE LA INFRAESTRUCTURA PROPIA DEL SECTOR
2015011000073;INFRAESTRUCTURA DE DETECCIÓN Y PEVENCIÓN DE REDES CRIMINALES Y LAVADO DE ACTIVOS A NIVEL NACIONAL
2015011000076;IMPLEMENTACIÓN DE SALAS PARA LA REALIZACIÓN DE AUDIENCIAS VIRTUALES EN LOS ESTABLECIMIENTOS DE RECLUSIÓN DEL ORDEN NACIONAL
2015011000077;DESARROLLO RURAL A TRAVÉS DE LA PROMOCIÓN DE LA CULTURA SOLIDARIA PARA EL MEJORAMIENTO DE VIDA NACIONAL
2015011000078;FORTALECIMIENTO DEL CONOCIMIENTO CIENTÍFICO FORENSE A TRAVÉS DE LA  INVESTIGACIÓN CIENTÍFICA FORENSE Y LA CAPACITACIÓN EN EL INMLCF , NACIONAL
2015011000079;IMPLEMENTACIÓN DEL SISTEMA DE INFORMACIÓN PARA LA DETECCIÓN DEL FRAUDE Y LA CORRUPCIÓN EN LAS ENTIDADES VIGILADAS
2015011000081;FORTALECIMIENTO DE LA SEGURIDAD EN LOS ESTABLECIMIENTOS DE RECLUSIÓN DEL ORDEN NACIONAL
2015011000082;IMPLEMENTACIÓN DEL PETI PARA EL FORTALECIMIENTO DEL EJERCICIO DE LA AUTORIDAD MARÍTIMA A NIVEL NACIONAL
2015011000086;DISTRIBUCIÓN DE SUBSIDIOS PARA USUARIOS UBICADOS EN ÁREAS ESPECIALES DEL SISTEMA INTERCONECTADO NACIONAL – SECTOR ELÉCTRICO
2015011000088;APOYO ELECTRIFICACIÓN RURAL EN ZONAS INTERCONECTADAS EN EL TERRITORIO NACIONAL
2015011000090;MEJORAMIENTO DE LA INFRAESTRUCTURA TECNOLÓGICA EN LA SUPERSOLIDARIA
2015011000091;MEJORAMIENTO DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS PARA IMPULSAR SUS FORMAS PROPIAS DE GOBIERNO NACIONAL
2015011000092;FORTALECIMIENTO DE LAS COMUNIDADES NEGRAS, AFROCOLOMBIANAS, RAIZALES Y PALENQUERAS PARA IMPULSAR  SU IGUALDAD ECONÓMICA, EL RECONOCIMIENTO A SU DIVERSIDAD CULTURAL Y  LA INCLUSIÓN DEL ENFOQUE DIFERENCIAL NACIONAL
2015011000096;DESARROLLO Y APROPIACIÓN DE TIC Y CONTENIDOS DIGITALES ACCESIBLES PARA LA POBLACIÓN CON DISCAPACIDAD VISUAL DEL PAÍS
2015011000097;FORTALECIMIENTO INSTITUCIONAL PARA LA DESCENTRALIZACIÓN EN COLOMBIA
2015011000098;FORTALECIMIENTO DEL SERVICIO PÚBLICO DE EMPLEO NACIONAL
2015011000102;FORTALECIMIENTO PARA REDUCIR EL DETERIORO Y LA TRANSFORMACIÓN DE LOS ECOSISTEMAS CONTINENTALES, MARINOS Y COSTEROS EN EL DEPARTAMENTO DEL CHOCO
2015011000105;ESTUDIOS E INVESTIGACIONES DE LA SSF RELACIONADAS CON LOS SERVICIOS QUE OFRECEN LAS CCF A NIVEL NACIONAL
2015011000106;IMPLEMENTACIÓN DEL PROGRAMA NACIONAL DE DERECHOS HUMANOS Y MEMORIA HISTÓRICA EN COLOMBIA
2015011000107;FORTALECIMIENTO Y ACTUALIZACIÓN DE MECANISMOS DE ATENCIÓN PARA MEJORAR LA CALIDAD Y EFICIENCIA EN LA PRESTACIÓN DEL SERVICIO AL USUARIO NACIONAL
2015011000110;DESARROLLO DE COMPETENCIAS TÉCNICAS Y COMPORTAMENTALES DE LOS FUNCIONARIOS DE LA SUPERINTENDENCIA DEL SUBSIDIO FAMILIAR BOGOTÁ
2015011000111;FORTALECIMIENTO EN LA DIVULGACIÓN Y MANEJO DE LAS COMUNICACIONES DE LA SUPERINTENDENCIA DEL SUBSIDIO FAMILIAR. BOGOTÁ
2015011000112;FORTALECIMIENTO DE POLÍTICAS E INSTRUMENTOS FINANCIEROS DEL SISTEMA NACIONAL DE GESTIÓN DEL RIESGO DE DESASTRES –SNGRD-DE COLOMBIA , NACIONAL
2015011000113;ARTICULACIÓN INTERINSTITUCIONAL PARA LA GESTIÓN ESTRATÉGICA DE LA DIMAR A NIVEL NACIONAL
2015011000114;CONSOLIDACIÓN DEL DIRECCIONAMIENTO INSTITUCIONAL DE LA DIMAR A NIVEL NACIONAL
2015011000115;IMPLEMENTACIÓN DE UN DESARROLLO, INSTALACIÓN, PUESTA EN FUNCIONAMIENTO, MANTENIMIENTO, SOPORTE Y GESTIÓN DEL CAMBIO DE UN SISTEMA DE INFORMACIÓN INTEGRAL PARA EL FONDO ROTATORIO DE LA POLICÍA EN BOGOTA D.C.
2015011000118;NORMALIZACIÓN DEL SERVICIO DE ENERGÍA ELÉCTRICA EN BARRIOS SUBNORMALES DE LOS MUNICIPIOS DEL SISTEMA INTERCONECTADO NACIONAL
2015011000120;DESARROLLO E IMPLEMENTACIÓN DE LA ESTRATEGIA TECNOLÓGICA DEL CENTRO NACIONAL DE MEMORIA HISTÓRICA
2015011000121;IMPLEMENTACIÓN DE ACCIONES PARA LA DIVULGACIÓN DE LA MEMORIA HISTÓRICA A NIVEL NACIONAL Y TERRITORIAL
2015011000123;ANÁLISIS DE LOS TESTIMONIOS E INFORMACIÓN RELACIONADA CON LOS ACUERDOS DE CONTRIBUCIÓN A LA VERDAD HISTÓRICA
2015011000124;IMPLEMENTACIÓN , SOSTENIBILIDAD Y GESTIÓN DE LAS TICS EN LA SSF BAJO EL MODELO DE ARQUITECTURA EMPRESARIAL (AE) , , NACIONAL
2015011000130;MEJORAMIENTO EN LA CAPACIDAD DE GESTIÓN INSTITUCIONAL, PARA FORTALECER LA INSPECCIÓN, VIGILANCIA Y CONTROL DE LA SUPERINTENDENCIA DEL SUBSIDIO FAMILIAR
2015011000137;MEJORAMIENTO DE LA EFICIENCIA Y EFICACIA DEL SISTEMA DE ASEGURAMIENTO DE LA CALIDAD DE LA EDUCACION SUPERIOR Y DE LA ETDH EN COLOMBIA
