codBPIN;nomProy
;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL PAGO PASIVOS EXIGIBLES VIGENCIAS EXPIRADAS REGIONAL NACIONAL
;IMPLEMENTACION DE UN SISTEMA DE GESTION INTEGRAL DEL RIESGO DE LAS REDES DE TRANSPORTE EN COLOMBIA VIAL, FLUVIAL, FERREA Y PUERTOS
;IMPLEMENTACION DE UN SISTEMA DE GESTION INTEGRAL DEL RIESGO DE LAS REDES DE TRANSPORTE EN COLOMBIA VIAL, FLUVIAL, FERREA Y PUERTOS
;CAPACITACION EN GESTION AMBIENTAL DEL RIESGO, NACIONAL
;IMPLEMENTACION DE UNA UNIDAD DE COORDINACION TECNICA PARA EL PROGRAMA DE REDUCCION DE LA VULNERABILIDAD FISCAL DEL ESTADO ANTE DESASTRES NATURALES NACIONAL
;INVESTIGACION PROGRAMA DE EVALUACION Y PROPUESTAS PARA LA MITIGACION DE LA EROSION COSTERA EN COLOMBIA ZONA COSTERA DE LOS MUNICIPIOS SELECCIONADOS EN LA COSTA CARIBE Y PACIFICO
;PREVENCION Y MITIGACION DE RIESGOS EN LOS PLANES DE ORDENAMIENTO TERRITORIAL POT EN EL PAIS
;INFRAESTRUCTURA EDUCATIVA PARA ZONAS AFECTADAS POR LA OLA INVERNAL- LEY 31 DE 1982
;APOYO PROGRAMA PREVENCION Y ATENCION DE EMERGENCIAS ARTICULO 67 DECRETO 919 DE 1989 REGION NACIONAL
;TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES -SNPAD
;TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES -SNPAD
;TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES -SNPAD
;APOYO AL FORTALECIMIENTO DE LAS POLITICAS E INSTRUMENTOS FINANCIEROS DEL SNPAD DE COLOMBIA
;APOYO AL PROGRAMA DE ATENCIÓN DE EMERGENCIAS CAUSADAS POR LA SEGUNDA TEMPORADA DE LLUVIAS 2011 A NIVEL  NACIONAL
;APOYO PROGRAMA DE PREVENCION Y ATENCION DE EMERGENCIAS - OLA INVERNAL A NIVEL NACIONAL 
;ASISTENCIA TECNICA EN GESTION LOCAL DEL RIESGO A NIVEL MUNICIPAL Y DEPARTAMENTAL EN COLOMBIA
;ATENCION DE DESASTRES Y EMERGENCIAS EN EL TERRITORIO NACIONAL -FONDO NACIONAL DE CALAMIDADES -SNPAD
;ATENCION HUMANITARIA Y REHABILITACION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL PARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES
;ATENCION HUMANITARIA Y REHABILITACION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL PARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES
;ATENCION HUMANITARIA Y REHABILITACION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL PARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES
;ATENCION HUMANITARIA Y REHABILITACION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL PARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES
;IMPLANTACION DEL SISTEMA INTEGRADO DE INFORMACION PARA LA PREVENCION Y ATENCION DE DESASTRES
;IMPLEMENTACION DEL SISTEMA INTEGRADO DE EMERGENCIAS Y SEGURIDAD - SIES DE COLOMBIA - PREVIO CONCEPTO DNP
;PREVENCION Y MITIGACION DE DESASTRES EN EL TERRITORIO NACIONAL PARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES
;REHABILITACION Y ATENCION DE EMERGENCIAS EN EL TERRITORIO NACIONAL PARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES. - PREVIO CONCEPTO DNP
;ESTUDIOS Y DISEÑOS DE VULNERABILIDAD SISMICA Y REHABILITACION ESTRUCTURAL DE EDIFICACIONES DE LA ARC A NIVEL NACIONAL
;TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES -SNPAD
;TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES -SNPAD
;ASISTENCIA Y PREVENCION EN EMERGENCIAS Y DESASTRES
;FORTALECIMIENTO DEL CENTRO NACIONAL DE COMUNICACIONES, SALA DE ATENCION DE CRISIS Y DEL GRUPO ATENCION DE EMERGENCIAS Y DESASTRES DEL MPS
;MEJORAMIENTO DE LA RED DE URGENCIAS Y ATENCION DE ENFERMEDADES CATASTROFICAS Y ACCIDENTES DE TRANSITO- SUBCUENTA ECAT FOSYGA - PREVIO CONCEPTO DNP
;TRANSPORTE Y EVACUACION DE EMERGENCIAS
;ASISTENCIA Y PREVENCION EN EMERGENCIAS Y DESASTRES.
;FORTALECIMIENTO DEL CENTRO NACIONAL DE COMUNICACIONES, SALA DE ATENCION DE CRISIS Y DEL GRUPO ATENCION DE EMERGENCIAS Y DESASTRES DEL MPS
;TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES -SNPAD
;IMPLEMENTACION DE UNA UNIDAD DE COORDINACION TECNICA PARA EL PROGRAMA DE REDUCCION DE LA VULNERABILIDAD FISCAL DEL ESTADO ANTE DESASTRES NATURALES NACIONAL
;PREVENCION Y MITIGACION DE RIESGOS EN LOS PLANES DE ORDENAMIENTO TERRITORIAL POT EN EL PAIS
;ESTUDIOS DE VULNERABILIDAD Y OBRAS DE REFORZAMIENTO ESTRUCTURAL EN 140 OFICINAS DE REGISTRO DE INSTRUMENTOS PUBLICOS  A NIVEL NACIONAL
;ADQUISICION DE EQUIPOS DE PROTECCION Y EXTINCION DE INCENDIOS BUSQUEDA Y RESCATE.
;MANTENIMIENTO Y CONSERVACION DE EQUIPOS DE EXTINCION DE INCENDIOS Y BUSQUEDA Y RESCATE.
;ASISTENCIA, RECONSTRUCCION Y REHABILITACION DE LA CUENCA DEL RIO PAEZ Y ZONAS ALEDANAS.
;IMPLEMENTACION DE LOS LINEAMIENTOS DE POLITICA PARA LA REDUCCION DEL RIESGO  ANTE LA AMENAZA DE FLUJO DE LODO (AVALANCHA) EN EL VOLCAN NEVADO DEL HUILA  EN PAEZ E INZA EN CAUCA  Y LA PLATA, NATAGA, PAICOL, TESALIA Y GIGANTE EN HUILA
;CONSERVACION Y MANEJO DE LAS ZONAS VULNERABLES  DE ALTO RIESGO EN EL DEPARTAMENTO DEL META
;ADMINISTRACIÓN DEL FONDO DE COMPENSACIÓN AMBIENTAL. EDUCACIÓN AMBIENTAL Y PARTICIPACIÓN SOCIAL PARA LA GESTIÓN AMBIENTAL Y DEL RIESGO EN LOS MUNICIPIOS DEL ÁREA DE JURISDICCIÓN DE CORPOMOJANA
;ADMINISTRACIÓN DEL FONDO DE COMPENSACIÓN AMBIENTAL. IMPLEMENTACIÓN DEL SISTEMA DE INFORMACIÓN GEOGRÁFICA DE CORPOMOJANA (MODULO DE GESTIÓN DEL RIESGO) DEPARTAMENTO DE SUCRE
;ADQUISICION DE MATERIALES Y SUMINISTROS PARA AMPLIAR LA COBERTURA DE LAS ORGANIZACIONES DE LA DEFENSA CIVIL A NIVEL NACIONAL
;FONDO NACIONAL DE EMERGENCIA
;FONDO NACIONAL DE EMERGENCIA
;FONDO NACIONAL DE EMERGENCIA
;MEJORAMIENTO DE LA RED DE URGENCIAS Y ATENCION DE ENFERMEDADES CATASTROFICAS Y ACCIDENTES DE TRANSITO- SUBCUENTA ECAT FOSYGA
;ESTUDIOS Y DISEÑOS PARA PROYECTOS DE ACUEDUCTO SANEAMIENTO BASICO Y PREVENCION Y ATENCION DE EMERGENCIAS EN EL MARCO DE LOS PLANES DEPARTAMENTALES DE AGUA FIP NACIONAL
;RECUPERACIÓN DE ECOSISTEMAS FORESTALES EN ÁREAS PRIORITARIAS POR VULNERABILIDAD HÍDRICA Y/O DEGRADADAS  DEL PAÍS
;CONSTRUCCIÓN Y RECONTRUCCION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL - DECRETO 4580 DE 2010 NACIONAL
;IMPLEMENTACION DE UN PLAN DE CONTINGENCIA PARA EL FORTALECIMIENTO EN COMUNICACIONES  Y ENTREGA DE EQUIPOS A NIVEL NACIONAL
;COMITE INTERNACIONAL DE LA CRUZ ROJA. CONTRIBUCION ORDINARIA. CICR. (LEY5/60)
;SUBSIDIO FAMILIAR DE VIVIENDA PARA POBLACIÓN AFECTADA POR LA OLA INVERNAL
;ADMINISTRACION GESTIÓN DEL CONOCIMIENTO Y LA INFORMACIÓN HIDROMETEOROLÓGICA Y AMBIENTAL PARA LA TOMA DE DECISIONES A NIVEL NACIONAL
;ADMINISTRACION GESTIÓN DEL CONOCIMIENTO Y LA INFORMACIÓN HIDROMETEOROLÓGICA Y AMBIENTAL PARA LA TOMA DE DECISIONES A NIVEL NACIONAL
;ADMINISTRACION GESTIÓN DEL CONOCIMIENTO Y LA INFORMACIÓN HIDROMETEOROLÓGICA Y AMBIENTAL PARA LA TOMA DE DECISIONES A NIVEL NACIONAL
;FORTALECIMIENTO DE LA RED HIDROMETEOROLOGICA Y MODELACION EN CAMBIO CLIMATICO  NACIONAL
;FORTALECIMIENTO DE LA RED HIDROMETEOROLOGICA Y MODELACION EN CAMBIO CLIMATICO  NACIONAL
;MEJORAMIENTO IDENTIFICACION, SEGUIMIENTO Y MONITOREO DE AMENAZAS HIDROMETEORLOGICAS PARA ALERTAS TEMPRANAS (INUNDACIONES, DESLIZAMIENTOS E INCENDIOS A LA COBERTURA VEGETAL) EN COLOMBIA
;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL.
;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL.
;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL.
;IMPLEMENTACION DE UN SISTEMA DE GESTION INTEGRAL DEL RIESGO DE LASREDES DE TRANSPORTE EN COLOMBIA VIAL,FLUVIAL,FERREA Y PUERTOS- PREVIO CONCEPTO DNP
;MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS TRANSFERIDAS POR LA EMERGENCIA DEL RIO PAEZ EN LOS DEPARTAMENTOS DE  CAUCA Y HUILA
;MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS TRANSFERIDAS POR LA EMERGENCIA DEL RIO PAEZ EN LOS DEPARTAMENTOS DE  CAUCA Y HUILA
;CAPACITACION EN GESTION AMBIENTAL DEL RIESGO, NACIONAL
;MEJORAMIENTO DE INFRAESTRUCTURA EDUCATIVA PARA ZONAS AFECTADAS POR LA OLA INVERNAL - LEY 21 DE 1982 EN  COLOMBIA
;APOYO PROGRAMA PREVENCION Y ATENCION DE EMERGENCIAS ARTICULO 67 DECRETO 919 DE 1989 REGION NACIONAL
;DISEÑO , CAPACITACION Y DIFUSION DE LAS HERRAMIENTAS PARA EL MANEJO Y TRANSFERENCIA DE RIESGO ANTE DESASTRES NATURALES A NIVEL NACIONAL
;DISEÑO , CAPACITACION Y DIFUSION DE LAS HERRAMIENTAS PARA EL MANEJO Y TRANSFERENCIA DE RIESGO ANTE DESASTRES NATURALES A NIVEL NACIONAL
;IMPLEMENTACION DEL SISTEMA INTEGRADO DE EMERGENCIAS Y SEGURIDAD - SIES
;ASISTENCIA Y PREVENCION EN EMERGENCIAS Y DESASTRES.
;FORTALECIMIENTO DEL CENTRO NACIONAL DE COMUNICACIONES, SALA DE ATENCION DE CRISIS Y DEL GRUPO ATENCION DE EMERGENCIAS Y DESASTRES DEL MPS
;PROGRAMA EMERGENCIA SANITARIA
;TRANSPORTE Y EVACUACION DE EMERGENCIAS
;IMPLEMENTACION DE UNA UNIDAD DE COORDINACION TECNICA PARA EL PROGRAMA DE REDUCCION DE LA VULNERABILIDAD FISCAL DEL ESTADO ANTE DESASTRES NATURALES NACIONAL
;PREVENCION Y MITIGACION DE RIESGOS EN LOS PLANES DE ORDENAMIENTO TERRITORIAL POT EN EL PAIS
;ACTUALIZACION INSTRUMENTAL DEL SISTEMA SISMOLOGICO NACIONAL DE COLOMBIA
;IMPLEMENTACION DE UNA ESTRATEGIA NACIONAL PARA LA PREVENCION, ATENCION Y MONITOREO DE RIESGOS RADIOLOGICOS NACIONAL
;IMPLEMENTACION DE UNA ESTRATEGIA NACIONAL PARA LA PREVENCION, ATENCION Y MONITOREO DE RIESGOS RADIOLOGICOS NACIONAL
;IMPLEMENTACION RED NACIONAL DE ESTACIONES PERMANENTES GEODESICAS SATELITALES GPS PARA ESTUDIOS E INVESTIGACIONES GEODINAMICAS EN EL TERRITORIO NACIONAL
;INVENTARIO Y MONITOREO DE GEOAMENAZAS Y PROCESOS EN LAS CAPAS SUPERFICIALES DE LA TIERRA
;ESTUDIOS DE VULNERABILIDAD Y OBRAS DE REFORZAMIENTO ESTRUCTURAL EN140 OFICINAS DE REGISTRO DE INSTRUMENTOS PUBLICOS  A NIVEL NACIONAL
;APOYO AL FORTALECIMIENTO DE LAS POLITICAS E INSTRUMENTOS FINANCIEROS DEL SNPAD DE COLOMBIA
;APOYO AL FORTALECIMIENTO DE LAS POLITICAS E INSTRUMENTOS FINANCIEROS DEL SNPAD DE COLOMBIA
;ASISTENCIA TECNICA EN GESTION LOCAL DEL RIESGO A NIVEL MUNICIPAL YDEPARTAMENTAL EN COLOMBIA
;ASISTENCIA TECNICA EN GESTION LOCAL DEL RIESGO A NIVEL MUNICIPAL YDEPARTAMENTAL EN COLOMBIA
;ATENCION DE DESASTRES Y EMERGENCIAS EN EL TERRITORIO NACIONAL -FONDO NACIONAL DE CALAMIDADES -SNPAD
;ATENCIÓN HUMANITARIA Y REHABILITACIÓN DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL PARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES
;CONSTRUCCION DE OBRAS DE REDUCCION DEL RIESGO DE DESASTRES - PARA TRANSFERIR AL FONDO NACIONAL DE GESTION DE RIESGO DE DESASTRES (ANTES FONDO NACIONAL DE CALAMIDADES) - EN EL DEPARTAMENTO DEL NORTE DE SANTANDER
;IMPLANTACION DEL SISTEMA INTEGRADO DE INFORMACION PARA LA PREVENCION Y ATENCION DE DESASTRES.
;IMPLANTACION DEL SISTEMA INTEGRADO DE INFORMACION PARA LA PREVENCION Y ATENCION DE DESASTRES.
;PREVENCION Y MITIGACION DE DESASTRES EN EL TERRITORIO NACIONAL PARATRANSFERIR AL FONDO NACIONAL DE CALAMIDADES.
;REHABILITACION Y ATENCION DE EMERGENCIAS EN EL TERRITORIO NACIONALPARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES.- PREVIO CONCEPTO DNP
2013011000318;ADMINISTRACION DEL F.C.A. PLANIFICACION INTEGRAL PARA EL MANEJO Y ATENCION DEL RIESGO DE ORIGEN NATURAL Y ANTROPICO EN JURISDICCION DE CORPOMOJANA
2013011000429;ADMINISTRACION DEL FONDO COMPENSACION AMBIENTAL IMPLEMENTACION DE ACCIONES ASOCIADAS A LA GESTION DE RIESGO EN EL MARCO DE LA EJECUCION DEL PLAN DE MANEJO AMBIENTAL DEL SISTEMA DE HUMEDALES DE MITU, DEPARTAMENTO DE VAUPES
2013011000107;ADMINISTRACION FCA IMPLEMENTACION DE LA ESTRATEGIA DE CORRESPONSABILIDAD SOCIAL EN LA LUCHA CONTRA LOS INCENDIOS FORESTALES GUAVIARE, GUAINIA Y VAUPES.
2013011000196;ADMINISTRACION FCA CONSTRUCCION DE OBRAS MECANICAS Y BIOMECANICAS PARA LA REDUCCION DEL RIESGO DE DESASTRES EN LOS MUNICIPIOS DE LA JURISDICCION DE CORPOCHIVOR DEPARTAMENTO DE BOYACA
2013011000006;ADMINISTRACION DEL FONDO DE COMPENSACION AMBIENTAL PROYECTO DE MITIGACION DEL RIESGO ASOCIADO CON EL CONTROL DE INUNDACIONES Y DE PROCESOS EROSIVOS SOBRE LA DESEMBOCADURA DEL RIO BURITACA
2012011000571;PROTECCION Y RECUPERACION DE HUMEDALES COMO ESTRATEGIA PARA LA CONSERVACION AMBIENTAL Y REDUCCION DEL RIESGO DEL DEPARTAMENTO DE MAGDALENA - DISTRIBUCION PREVIO CONCEPTO DNP
2013011000017;PROTECCION Y RECUPERACION DE HUMEDALES COMO ESTRATEGIA PARA LA CONSERVACION AMBIENTAL Y REDUCCION DEL RIESGO EN EL DEPARATAMENTO DEL MAGDALENA.
2013011000127;RECUPERACION DE LA CUENCA DEL RIO ARIGUANI COMO ESTRATEGIA PARA LA MITIGACION DEL RIESGO EN EL MUNICIPIO DE ALGARROBO, MAGDALENA. - PREVIO CONCEPTO DNP
2011011000326;IMPLEMENTACION DE LOS LINEAMIENTOS DE POLITICA PARA LA REDUCCION DEL RIESGO ANTE LA AMENAZA DE FLUJO DE LODO (AVALANCHA) EN EL VOLCAN NEVADO DEL HUILA EN PAEZ E INZA EN CAUCA Y LA PLATA, NATAGA, PAICOL, TESALIA Y GIGANTE EN HUILA
1150006450549;ADMINISTRACION DEL FONDO DE COMPENSACION AMBIENTAL. GESTION DEL RIESGO Y ADAPTACION AL CAMBIO CLIMATICO EN EL PROCESO DE ORDENAMIENTO TERRITORIAL EN EL ARCHIPIELAGO DE SAN ANDRES, JURISDICCION DE CORALINA
2011011000234;PREVENCION Y GESTION DEL RIESGO Y ADAPTACION AL CAMBIO CLIMATICO EN EL PROCESO DE ORDENAMIENTO TERRITORIAL EN EL ARCHIPIELAGO DE SAN ANDRES, PROVIDENCIA Y SANTA CATALINA
1132000220000;CONSERVACION Y MANEJO DE LAS ZONAS VULNERABLES DE ALTO RIESGO EN EL DEPARTAMENTO DEL META
2013011000400;ADMINISTRACION DEL FCA. CONSTRUCCION CORRECTIVA SOBRE AREAS SUSCEPTIBLES DE REMOCION EN MASA EN LOS MUNICIPIOS DE SIBUNDOY Y SAN FRANCISCO, DEPARTAMENTO DEL PUTUMAYO
2013011000137;ADMINISTRACION DEL FONDO DE COMPENSACION AMBIENTAL. OBRAS DE MITIGACION PARA EL CONTROL DE INUNDACIONES Y SOCAVACION EN LOS MUNICIPIOS DE LA JURISDICCION DE CORPOURABA
0013062610000;ADQUISICION DE MATERIALES Y SUMINISTROS PARA AMPLIAR LA COBERTURA DE LAS ORGANIZACIONES DE LA DEFENSA CIVIL A NIVEL NACIONAL
;FONDO NACIONAL DE EMERGENCIA
;FONDO NACIONAL DE EMERGENCIA
;FONDO NACIONAL DE EMERGENCIA
0027054309999;MEJORAMIENTO DE LA RED DE URGENCIAS Y ATENCION DE ENFERMEDADES CATASTROFICAS Y ACCIDENTES DE TRANSITO- SUBCUENTA ECAT FOSYGA
2012011000594;FORTALECIMIENTO INSTITUCIONAL DE LOS BOMBEROS, A TRAVES DEL FONDO NACIONAL DE BOMBEROS A NIVEL NACIONAL
2011011000319;CONSTRUCCION Y RECONTRUCCION DE LAS ZONAS AFECTADAS POR LA OLA INVERNAL - DECRETO 4580 DE 2010 NACIONAL
2011011000078;SUBSIDIO FAMILIAR DE VIVIENDA PARA POBLACION AFECTADA POR LA OLA INVERNAL
;COMITE INTERNACIONAL DE LA CRUZ ROJA. CONTRIBUCION ORDINARIA. CICR. (LEY5/60)
1164000320000;ADMINISTRACION GESTION DEL CONOCIMIENTO Y LA INFORMACION HIDROMETEOROLOGICA Y AMBIENTAL PARA LA TOMA DE DECISIONES A NIVEL NACIONAL
1164000320000;ADMINISTRACION GESTION DEL CONOCIMIENTO Y LA INFORMACION HIDROMETEOROLOGICA Y AMBIENTAL PARA LA TOMA DE DECISIONES A NIVEL NACIONAL
1164000340000;FORTALECIMIENTO DE LA RED HIDROMETEOROLOGICA Y MODELACION EN CAMBIO CLIMATICO NACIONAL
1164000340000;FORTALECIMIENTO DE LA RED HIDROMETEOROLOGICA Y MODELACION EN CAMBIO CLIMATICO NACIONAL
1164000270000;MEJORAMIENTO IDENTIFICACION, SEGUIMIENTO Y MONITOREO DE AMENAZAS HIDROMETEORLOGICAS PARA ALERTAS TEMPRANAS (INUNDACIONES, DESLIZAMIENTOS E INCENDIOS A LA COBERTURA VEGETAL) EN COLOMBIA
1164000270000;MEJORAMIENTO IDENTIFICACION, SEGUIMIENTO Y MONITOREO DE AMENAZAS HIDROMETEORLOGICAS PARA ALERTAS TEMPRANAS (INUNDACIONES, DESLIZAMIENTOS E INCENDIOS A LA COBERTURA VEGETAL) EN COLOMBIA
1164000270000;MEJORAMIENTO IDENTIFICACION, SEGUIMIENTO Y MONITOREO DE AMENAZAS HIDROMETEORLOGICAS PARA ALERTAS TEMPRANAS (INUNDACIONES, DESLIZAMIENTOS E INCENDIOS A LA COBERTURA VEGETAL) EN COLOMBIA
1011001060000;MEJORAMIENTO DE LOS PROCEDIMIENTOS DE PATOLOGIA FORENSE Y FORTALECIMIENTO DE LA CAPACIDAD DE RESPUESTA EN LA ATENCION DE CASOS DE MUERTES COLECTIVAS Y DESASTRES EN EL INMLYCF A NIVEL NACIONAL
0011045660000;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL.
0011045660000;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL.
0011045660000;CONSTRUCCION OBRAS DE EMERGENCIA PARA LA RED VIAL NACIONAL - PAGO PASIVOS EXIGIBLES VIGENCIA EXPIRADA
0041011710000;IMPLEMENTACION DE UN SISTEMA DE GESTION INTEGRAL DEL RIESGO DE LASREDES DE TRANSPORTE EN COLOMBIA VIAL,FLUVIAL,FERREA Y PUERTOS - PREVIO CONCEPTO DNP
2011011000104;MEJORAMIENTO Y MANTENIMIENTO DE LAS VIAS TRANSFERIDAS POR LA EMERGENCIA DEL RIO PAEZ EN LOS DEPARTAMENTOS DE CAUCA Y HUILA
2013011000016;MEJORAMIENTO MANTENIMIENTO Y ATENCION DE EMERGENCIAS EN LA RED TERCIARIA, NACIONAL
0041016880000;MEJORAMIENTO MANTENIMIENTO, CONSTRUCCION Y REHABILITACION POR EMERGENCIAS EN LA RED VIAL NACIONAL
0041016880000;MEJORAMIENTO MANTENIMIENTO, CONSTRUCCION Y REHABILITACION POR EMERGENCIAS EN LA RED VIAL NACIONAL
2012011000562;APOYO FINANCIERO PARA LA MITIGACION DE LA EROSION COSTERA EN COLOMBIA - PREVIO CONCEPTO DNP
2012011000562;APOYO FINANCIERO PARA LA MITIGACION DE LA EROSION COSTERA EN COLOMBIA - PREVIO CONCEPTO DNP
2013011000407;RECUPERACION DE LOS SERVICIOS DE LOS ECOSISTEMAS MARINOS Y COSTEROS, Y MITIGACION Y PREVENCION DE LA EROSION COSTERA EN LOS LITORALES COLOMBIANOS
2013011000407;RECUPERACION DE LOS SERVICIOS DE LOS ECOSISTEMAS MARINOS Y COSTEROS, Y MITIGACION Y PREVENCION DE LA EROSION COSTERA EN LOS LITORALES COLOMBIANOS
0094001199999;APOYO PROGRAMA PREVENCION Y ATENCION DE EMERGENCIAS ARTICULO 67 DECRETO 919 DE 1989 REGION NACIONAL
0094000879999;IMPLANTACION PROGRAMAS DE PREVENCION Y ATENCION DE EMERGENCIAS Y DESASTRES EN EL AREA DE INFLUENCIA DEL VOLCAN GALERAS, DEPARTAMENTO DE NARIÑO (DISTRIBUCION )
0094000879999;IMPLANTACION PROGRAMAS DE PREVENCION Y ATENCION DE EMERGENCIAS Y DESASTRES EN EL AREA DE INFLUENCIA DEL VOLCAN GALERAS, DEPARTAMENTO DE NARIÑO (DISTRIBUCION )
2013011000169;APOYO PARA LA REDUCCION DE LA VULNERABILIDAD SISMICA ESTRUCTURAL DE INSTITUCIONES HOSPITALARIAS A NIVEL NACIONAL
0016024739999;ASISTENCIA Y PREVENCION EN EMERGENCIAS Y DESASTRES.
1016001569999;ESTUDIO Y ELABORACION DE PROGRAMA DE VULNERABILIDAD SISMICA ESTRUCTURAL EN INSTITUCIONES HOSPITALARIAS A NIVEL NACIONAL
;FORTALECIMIENTO DEL CENTRO NACIONAL DE COMUNICACIONES, SALA DE ATENCION DE CRISIS Y DEL GRUPO ATENCION DE EMERGENCIAS Y DESASTRES DEL MPS
;PROGRAMA EMERGENCIA SANITARIA
;TRANSPORTE Y EVACUACION DE EMERGENCIAS
0027065120000;IMPLEMENTACION DE UNA UNIDAD DE COORDINACION TECNICA PARA EL PROGRAMA DE REDUCCION DE LA VULNERABILIDAD FISCAL DEL ESTADO ANTE DESASTRES NATURALES NACIONAL
1150019720000;PREVENCION Y MITIGACION DE RIESGOS EN LOS PLANES DE ORDENAMIENTO TERRITORIAL POT EN EL PAIS
0064005290000;IMPLEMENTACION DEL SISTEMA INTEGRADO DE EMERGENCIAS Y SEGURIDAD - SIES
0043000120000;ACTUALIZACION INSTRUMENTAL DEL SISTEMA SISMOLOGICO NACIONAL DE COLOMBIA
0043000220000;IMPLEMENTACION RED NACIONAL DE ESTACIONES PERMANENTES GEODESICAS SATELITALES GPS PARA ESTUDIOS E INVESTIGACIONES GEODINAMICAS EN EL TERRITORIO NACIONAL
0043000070000;INVENTARIO Y MONITOREO DE GEOAMENAZAS Y PROCESOS EN LAS CAPAS SUPERFICIALES DE LA TIERRA
0043000070000;INVENTARIO Y MONITOREO DE GEOAMENAZAS Y PROCESOS EN LAS CAPAS SUPERFICIALES DE LA TIERRA
1251000240000;ESTUDIOS DE VULNERABILIDAD Y OBRAS DE REFORZAMIENTO ESTRUCTURAL EN140 OFICINAS DE REGISTRO DE INSTRUMENTOS PUBLICOS A NIVEL NACIONAL
1251000240000;ESTUDIOS DE VULNERABILIDAD Y OBRAS DE REFORZAMIENTO ESTRUCTURAL EN 140 OFICINAS DE REGISTRO DE INSTRUMENTOS PUBLICOS A NIVEL NACIONAL - PAGOS PASIVOS EXIGIBLES VIGENCIA EXPIRADA
1015000790000;ADQUISICION DE EQUIPOS DE PROTECCION Y EXTINCION DE INCENDIOS BUSQUEDA Y RESCATE.
1015000790000;ADQUISICION DE EQUIPOS DE PROTECCION Y EXTINCION DE INCENDIOS BUSQUEDA Y RESCATE.
1015000800000;MANTENIMIENTO Y CONSERVACION DE EQUIPOS DE EXTINCION DE INCENDIOS Y BUSQUEDA Y RESCATE.
2013011000574;APOYO A LA IMPLEMENTACION DE LOS PROCESOS DE GESTION DEL RIESGO DE DESASTRES, EN LA ZAVA – VOLCAN GALERAS NARIÑO, NARIÑO, OCCIDENTE 
2013011000574;APOYO A LA IMPLEMENTACION DE LOS PROCESOS DE GESTION DEL RIESGO DE DESASTRES, EN LA ZAVA – VOLCAN GALERAS NARIÑO, NARIÑO, OCCIDENTE 
0064005310000;APOYO AL FORTALECIMIENTO DE LAS POLITICAS E INSTRUMENTOS FINANCIEROS DEL SNPAD DE COLOMBIA - PREVIO CONCEPTO DNP
0064005300000;ASISTENCIA TECNICA EN GESTION LOCAL DEL RIESGO A NIVEL MUNICIPAL Y DEPARTAMENTAL EN COLOMBIA - PREVIO CONCEPTO DNP
;ATENCION DE DESASTRES Y EMERGENCIAS EN EL TERRITORIO NACIONAL -FONDO NACIONAL DE CALAMIDADES -SNPAD
1006003610000;IMPLANTACION DEL SISTEMA INTEGRADO DE INFORMACION PARA LA PREVENCION Y ATENCION DE DESASTRES. - PREVIO CONCEPTO DNP
1006003490000;PREVENCION Y MITIGACION DE DESASTRES EN EL TERRITORIO PARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES.
0002300720000;REHABILITACION Y ATENCION DE EMERGENCIAS EN EL TERRITORIO NACIONALPARA TRANSFERIR AL FONDO NACIONAL DE CALAMIDADES.
2014011000043;MITIGACION DEL RIESGO DE INUNDACIONES DE ORIGEN NATURAL Y ANTROPICO EN LA JURISDICCION DE CORPOMOJANA
2014011000035;ADMINISTRACION DEL FCA FASE1 FORTALECER LOS CONSEJOS MUNICIPALES DE GESTION DEL RIESGO PARA IDENTIFICAR, ANALIZAR Y PRIORIZAR LA ZONIFICACION DEL RIESGO Y LA PREVENCION DE EMERGENCIAS
